REGION,CATEGORY,TECHNOLOGY,AMOUNT (2020 USD MILLION),YEAR
Central America and the Caribbean,Renewables,Multiple renewables,0.02,2005
Central America and the Caribbean,Renewables,Multiple renewables,3.75,2009
Central America and the Caribbean,Renewables,Multiple renewables,0.79,2006
Central America and the Caribbean,Renewables,Multiple renewables,0.77,2015
Central America and the Caribbean,Renewables,Multiple renewables,0.76,2002
Central America and the Caribbean,Renewables,Multiple renewables,0.13,2013
Central America and the Caribbean,Renewables,Multiple renewables,0.53,2014
Central America and the Caribbean,Renewables,Multiple renewables,1.93,2010
Central America and the Caribbean,Non-renewables,Fossil fuels n.e.s.,0.25,2013
Central America and the Caribbean,Renewables,Solar energy,0.04,2000
Central America and the Caribbean,Renewables,Multiple renewables,1.13,2001
Central America and the Caribbean,Renewables,Multiple renewables,10.79,2000
Central America and the Caribbean,Renewables,Solar energy,10.79,2018
Central America and the Caribbean,Renewables,Wind energy,10.79,2018
Central America and the Caribbean,Renewables,Solar energy,0.22,2010
Central America and the Caribbean,Renewables,Multiple renewables,4.29,2015
Central America and the Caribbean,Renewables,Solar energy,4.29,2015
Central America and the Caribbean,Renewables,Wind energy,4.29,2018
Central America and the Caribbean,Renewables,Multiple renewables,0,2018
Central America and the Caribbean,Renewables,Multiple renewables,0,2018
Central America and the Caribbean,Renewables,Multiple renewables,94.47,2019
Central America and the Caribbean,Renewables,Multiple renewables,0.93,2020
Central America and the Caribbean,Renewables,Multiple renewables,1.27,2013
Central America and the Caribbean,Renewables,Multiple renewables,0.24,2011
Central America and the Caribbean,Renewables,Multiple renewables,5.21,2012
Central America and the Caribbean,Renewables,Multiple renewables,5.21,2016
Central America and the Caribbean,Renewables,Multiple renewables,2.21,2017
Central America and the Caribbean,Renewables,Solar energy,0.08,2008
Central America and the Caribbean,Renewables,Multiple renewables,0.57,2008
Central America and the Caribbean,Renewables,Multiple renewables,0.19,2009
Central America and the Caribbean,Renewables,Multiple renewables,0.71,2016
Central America and the Caribbean,Renewables,Multiple renewables,1.04,2010
Central America and the Caribbean,Renewables,Multiple renewables,0.37,2014
Central America and the Caribbean,Renewables,Multiple renewables,0.56,2017
Central America and the Caribbean,Renewables,Multiple renewables,0.89,2015
Central America and the Caribbean,Renewables,Multiple renewables,0.45,2014
Central America and the Caribbean,Renewables,Multiple renewables,0.75,2013
Central America and the Caribbean,Renewables,Multiple renewables,1.19,2009
Central America and the Caribbean,Renewables,Multiple renewables,0.39,2010
Central America and the Caribbean,Renewables,Multiple renewables,0.72,2011
Central America and the Caribbean,Renewables,Multiple renewables,0.83,2004
Central America and the Caribbean,Renewables,Multiple renewables,0.83,2016
Central America and the Caribbean,Renewables,Multiple renewables,0.01,2011
Central America and the Caribbean,Renewables,Multiple renewables,0.45,2010
Central America and the Caribbean,Renewables,Multiple renewables,0.17,2010
Central America and the Caribbean,Renewables,Multiple renewables,0.21,2011
Central America and the Caribbean,Renewables,Multiple renewables,0.13,2003
Central America and the Caribbean,Renewables,Multiple renewables,0.52,2003
Central America and the Caribbean,Renewables,Multiple renewables,0.15,2003
Central America and the Caribbean,Renewables,Multiple renewables,0.21,2003
Central America and the Caribbean,Renewables,Multiple renewables,0.21,2003
Central America and the Caribbean,Renewables,Solar energy,2.71,2014
Central America and the Caribbean,Renewables,Multiple renewables,0.14,2020
South America,Renewables,Multiple renewables,0.05,2018
South America,Renewables,Multiple renewables,0.05,2019
South America,Renewables,Multiple renewables,0.02,2020
South America,Renewables,Multiple renewables,0.02,2007
South America,Renewables,Multiple renewables,0.11,2007
South America,Renewables,Multiple renewables,0.02,2008
South America,Renewables,Multiple renewables,1.01,2009
South America,Renewables,Multiple renewables,0.03,2005
South America,Renewables,Multiple renewables,0.01,2020
South America,Renewables,Multiple renewables,0,2012
South America,Renewables,Multiple renewables,0.59,2009
South America,Renewables,Multiple renewables,1.45,2013
South America,Renewables,Multiple renewables,0,2017
South America,Renewables,Multiple renewables,0.01,2018
South America,Renewables,Multiple renewables,0.01,2020
South America,Renewables,Multiple renewables,0,2017
South America,Renewables,Multiple renewables,1.88,2018
South America,Renewables,Wind energy,0.02,2000
South America,Renewables,Multiple renewables,11.33,2000
South America,Renewables,Multiple renewables,6.43,2005
South America,Renewables,Solar energy,0.43,2007
South America,Renewables,Multiple renewables,0.48,2008
South America,Renewables,Multiple renewables,0.42,2019
South America,Renewables,Multiple renewables,1.18,2017
South America,Renewables,Multiple renewables,1.9,2008
South America,Renewables,Multiple renewables,0.07,2009
South America,Renewables,Multiple renewables,0.01,2011
South America,Renewables,Multiple renewables,0,2009
South America,Renewables,Multiple renewables,0.19,2010
South America,Renewables,Multiple renewables,5.89,2009
South America,Renewables,Multiple renewables,2.29,2010
South America,Renewables,Multiple renewables,1.18,2011
South America,Renewables,Multiple renewables,1.78,2013
South America,Renewables,Multiple renewables,1.46,2013
South America,Renewables,Multiple renewables,3.58,2009
South America,Renewables,Multiple renewables,1.34,2009
South America,Renewables,Multiple renewables,0.66,2009
South America,Renewables,Multiple renewables,5.98,2009
South America,Renewables,Multiple renewables,0.96,2009
South America,Renewables,Multiple renewables,1.83,2012
South America,Renewables,Multiple renewables,1.68,2012
South America,Renewables,Multiple renewables,0.59,2009
South America,Renewables,Multiple renewables,8.01,2011
South America,Renewables,Multiple renewables,0.03,2013
South America,Renewables,Multiple renewables,0.36,2014
South America,Renewables,Multiple renewables,3.42,2013
South America,Renewables,Multiple renewables,0.2,2011
South America,Renewables,Multiple renewables,54.7,2009
South America,Renewables,Multiple renewables,41.03,2009
South America,Non-renewables,Nuclear,0.1,2009
South America,Non-renewables,Nuclear,0.37,2013
South America,Non-renewables,Nuclear,0.18,2009
South America,Non-renewables,Nuclear,0.37,2010
South America,Non-renewables,Nuclear,0.02,2010
South America,Non-renewables,Nuclear,0.04,2010
South America,Non-renewables,Nuclear,2.48,2014
South America,Non-renewables,Nuclear,0.09,2013
South America,Non-renewables,Nuclear,0.1,2009
South America,Non-renewables,Nuclear,0.01,2010
South America,Non-renewables,Nuclear,0.03,2013
South America,Non-renewables,Nuclear,0.1,2014
South America,Non-renewables,Nuclear,0.04,2011
South America,Non-renewables,Nuclear,0.74,2011
South America,Renewables,Solar energy,6.25,2012
South America,Renewables,Solar energy,13.9,2012
South America,Renewables,Solar energy,26.06,2012
South America,Renewables,Solar energy,10.42,2014
South America,Renewables,Solar energy,13.03,2012
South America,Renewables,Wind energy,4.9,2012
South America,Renewables,Multiple renewables,1.27,2010
South America,Renewables,Multiple renewables,3.47,2012
South America,Renewables,Multiple renewables,1.96,2012
South America,Non-renewables,Coal and peat,0.04,2009
South America,Non-renewables,Coal and peat,0.04,2011
South America,Renewables,Solar energy,0.08,2012
South America,Non-renewables,Fossil fuels n.e.s.,0.44,2014
South America,Renewables,Multiple renewables,0.54,2009
South America,Non-renewables,Fossil fuels n.e.s.,0,2009
South America,Non-renewables,Fossil fuels n.e.s.,0.18,2012
South America,Renewables,Multiple renewables,0,2013
South America,Renewables,Multiple renewables,0.31,2010
South America,Non-renewables,Fossil fuels n.e.s.,0.3,2011
South America,Non-renewables,Fossil fuels n.e.s.,0.6,2010
South America,Renewables,Multiple renewables,5.73,2009
South America,Renewables,Multiple renewables,1.49,2013
South America,Renewables,Multiple renewables,0.05,2014
South America,Non-renewables,Fossil fuels n.e.s.,0.01,2015
South America,Renewables,Multiple renewables,1.37,2009
South America,Renewables,Multiple renewables,0.7,2012
South America,Renewables,Multiple renewables,0.2,2012
South America,Renewables,Multiple renewables,29.61,2012
South America,Renewables,Multiple renewables,0.04,2012
South America,Renewables,Multiple renewables,10.27,2013
South America,Renewables,Multiple renewables,30.46,2013
South America,Renewables,Multiple renewables,0.96,2011
South America,Renewables,Multiple renewables,9.96,2012
South America,Renewables,Solar energy,9.96,2012
South America,Renewables,Wind energy,9.96,2012
South America,Renewables,Multiple renewables,0.08,2012
South America,Renewables,Multiple renewables,8.58,2012
South America,Renewables,Solar energy,8.58,2009
South America,Renewables,Wind energy,8.58,2013
South America,Renewables,Multiple renewables,11.72,2011
South America,Renewables,Multiple renewables,0.12,2014
South America,Renewables,Multiple renewables,0.03,2014
South America,Renewables,Multiple renewables,2.94,2009
South America,Renewables,Multiple renewables,1.04,2014
South America,Renewables,Multiple renewables,0.89,2014
South America,Renewables,Solar energy,0.39,2014
South America,Renewables,Multiple renewables,2.33,2014
South America,Renewables,Multiple renewables,0.03,2012
South America,Renewables,Multiple renewables,0.44,2009
South America,Renewables,Multiple renewables,0.2,2012
South America,Non-renewables,Fossil fuels n.e.s.,0.39,2012
South America,Renewables,Multiple renewables,0.19,2012
South America,Renewables,Multiple renewables,0.35,2012
South America,Renewables,Multiple renewables,0.35,2011
South America,Renewables,Multiple renewables,0.03,2009
South America,Renewables,Solar energy,30.62,2013
South America,Renewables,Solar energy,1.17,2014
South America,Renewables,Solar energy,5.96,2001
South America,Non-renewables,Nuclear,2.47,2010
South America,Renewables,Multiple renewables,0.06,2011
Central America and the Caribbean,Renewables,Wind energy,0.36,2012
Central America and the Caribbean,Non-renewables,Fossil fuels n.e.s.,1.15,2013
Central America and the Caribbean,Renewables,Wind energy,18.41,2013
Central America and the Caribbean,Renewables,Multiple renewables,0.01,2013
Central America and the Caribbean,Renewables,Multiple renewables,0,2009
Central America and the Caribbean,Renewables,Multiple renewables,0.01,2013
Central America and the Caribbean,Non-renewables,Fossil fuels n.e.s.,0.55,2009
Central America and the Caribbean,Non-renewables,Fossil fuels n.e.s.,1.29,2009
Central America and the Caribbean,Renewables,Multiple renewables,0.03,2013
Central America and the Caribbean,Renewables,Solar energy,3.07,2011
Central America and the Caribbean,Renewables,Multiple renewables,0.02,2013
South America,Renewables,Multiple renewables,0.02,2011
South America,Renewables,Multiple renewables,0,2000
South America,Renewables,Multiple renewables,0.01,2009
South America,Renewables,Multiple renewables,4.06,2014
South America,Renewables,Solar energy,2.92,2013
South America,Renewables,Multiple renewables,0,2010
South America,Renewables,Multiple renewables,0.4,2014
South America,Renewables,Multiple renewables,22.5,2014
South America,Renewables,Multiple renewables,0.29,2013
Central America and the Caribbean,Non-renewables,Nuclear,0.18,2009
Central America and the Caribbean,Renewables,Multiple renewables,0.24,2013
North America,Renewables,Multiple renewables,35.06,2011
North America,Renewables,Wind energy,55.5,2014
North America,Renewables,Wind energy,105.03,2013
North America,Renewables,Solar energy,12.6,2018
North America,Renewables,Wind energy,14.17,2012
North America,Renewables,Wind energy,7.84,2010
South America,Renewables,Multiple renewables,0.02,2011
South America,Renewables,Multiple renewables,0.01,2010
South America,Renewables,Multiple renewables,0.01,2010
South America,Renewables,Multiple renewables,0.02,2013
South America,Renewables,Multiple renewables,0.02,2011
South America,Renewables,Multiple renewables,0.01,2014
South America,Renewables,Multiple renewables,0.03,2011
South America,Renewables,Wind energy,54.14,2009
South America,Renewables,Wind energy,9.43,2010
South America,Renewables,Multiple renewables,0.02,2014
South America,Renewables,Multiple renewables,0.02,2010
South America,Renewables,Multiple renewables,7.37,2009
South America,Renewables,Multiple renewables,4.9,2014
South America,Renewables,Multiple renewables,0.01,2013
South America,Renewables,Multiple renewables,0.03,2013
South America,Non-renewables,Fossil fuels n.e.s.,67.07,2013
South America,Renewables,Wind energy,73,2013
South America,Non-renewables,Nuclear,0.41,2013
South America,Non-renewables,Nuclear,0.09,2011
South America,Renewables,Wind energy,22.85,2013
South America,Renewables,Multiple renewables,0.88,2012
South America,Non-renewables,Nuclear,0.21,2012
South America,Non-renewables,Nuclear,0.21,2018
South America,Non-renewables,Nuclear,0.03,2012
South America,Renewables,Wind energy,105.92,2014
South America,Renewables,Solar energy,6.67,2014
South America,Non-renewables,Fossil fuels n.e.s.,1.31,2012
South America,Renewables,Multiple renewables,1.31,2011
South America,Non-renewables,Fossil fuels n.e.s.,23.52,2011
South America,Renewables,Multiple renewables,23.52,2012
South America,Renewables,Multiple renewables,0,2007
South America,Renewables,Multiple renewables,0,2012
South America,Renewables,Multiple renewables,0.08,2012
South America,Renewables,Multiple renewables,0.02,2012
South America,Renewables,Multiple renewables,0.09,2012
South America,Renewables,Multiple renewables,0.02,2013
South America,Non-renewables,Fossil fuels n.e.s.,0.51,2013
South America,Renewables,Multiple renewables,62.35,2013
South America,Renewables,Multiple renewables,39.39,2013
South America,Renewables,Multiple renewables,82.85,2013
South America,Renewables,Wind energy,39.39,2013
South America,Renewables,Solar energy,61.47,2013
South America,Renewables,Multiple renewables,38.13,2013
South America,Renewables,Solar energy,87.98,2013
South America,Renewables,Solar energy,57.65,2013
South America,Renewables,Wind energy,111.79,2012
South America,Renewables,Wind energy,67.19,2012
South America,Renewables,Wind energy,7.34,2011
South America,Renewables,Multiple renewables,69.83,2011
South America,Renewables,Wind energy,111.79,2013
South America,Renewables,Wind energy,74.53,2009
South America,Renewables,Multiple renewables,1.38,2010
South America,Renewables,Multiple renewables,0.2,2009
South America,Renewables,Multiple renewables,0,2011
South America,Renewables,Multiple renewables,0,2009
South America,Renewables,Solar energy,0.02,2012
South America,Renewables,Multiple renewables,0.03,2012
South America,Renewables,Multiple renewables,0.01,2012
South America,Renewables,Multiple renewables,0.19,2014
South America,Renewables,Multiple renewables,0.19,2014
South America,Renewables,Multiple renewables,0,2013
South America,Renewables,Multiple renewables,0.09,2011
South America,Non-renewables,Fossil fuels n.e.s.,0,2012
South America,Non-renewables,Fossil fuels n.e.s.,0.33,2011
South America,Renewables,Multiple renewables,0.01,2014
South America,Renewables,Multiple renewables,0,2012
South America,Renewables,Multiple renewables,0,2012
South America,Renewables,Multiple renewables,0.04,2009
Asia,Renewables,Multiple renewables,0.26,2009
Asia,Renewables,Multiple renewables,0.01,2009
Asia,Renewables,Multiple renewables,0,2009
Asia,Renewables,Multiple renewables,0.02,2010
Asia,Renewables,Multiple renewables,0,2013
Asia,Renewables,Multiple renewables,0.12,2012
Asia,Renewables,Multiple renewables,0,2012
Asia,Renewables,Multiple renewables,0.01,2014
Asia,Renewables,Multiple renewables,0.6,2009
Asia,Renewables,Multiple renewables,0.01,2012
Asia,Renewables,Multiple renewables,0.43,2009
Asia,Renewables,Multiple renewables,0.19,2013
Asia,Renewables,Multiple renewables,0.13,2011
Asia,Renewables,Multiple renewables,0.32,2011
Asia,Renewables,Multiple renewables,0.29,2018
Asia,Non-renewables,Fossil fuels n.e.s.,0.1,2013
Asia,Non-renewables,Fossil fuels n.e.s.,0.01,2009
Asia,Non-renewables,Fossil fuels n.e.s.,31.31,2014
Asia,Non-renewables,Fossil fuels n.e.s.,7.23,2013
Asia,Non-renewables,Fossil fuels n.e.s.,0.45,2009
Asia,Non-renewables,Fossil fuels n.e.s.,0.76,2013
Asia,Non-renewables,Fossil fuels n.e.s.,25.75,2009
Asia,Non-renewables,Fossil fuels n.e.s.,0.01,2009
Asia,Non-renewables,Fossil fuels n.e.s.,0.14,2009
Asia,Non-renewables,Fossil fuels n.e.s.,2.19,2012
Asia,Non-renewables,Fossil fuels n.e.s.,4.73,2012
Asia,Renewables,Multiple renewables,0.01,2011
Asia,Renewables,Multiple renewables,1.67,2013
Asia,Renewables,Multiple renewables,0.01,2015
Asia,Renewables,Multiple renewables,0.02,2011
Asia,Renewables,Multiple renewables,0.08,2011
Asia,Renewables,Multiple renewables,0.12,2013
Asia,Renewables,Multiple renewables,2.09,2013
Asia,Renewables,Multiple renewables,1.36,2012
Asia,Renewables,Multiple renewables,2.68,2009
Asia,Renewables,Multiple renewables,3.99,2009
Asia,Renewables,Multiple renewables,4.57,2009
Asia,Renewables,Multiple renewables,5.32,2011
Asia,Renewables,Multiple renewables,22.04,2009
Asia,Renewables,Multiple renewables,6.41,2009
Asia,Renewables,Multiple renewables,22.31,2015
Asia,Renewables,Multiple renewables,7.54,2009
Asia,Renewables,Multiple renewables,5.19,2013
Asia,Renewables,Multiple renewables,5.77,2011
Asia,Renewables,Multiple renewables,6.07,2014
Asia,Renewables,Multiple renewables,5.08,2010
Asia,Renewables,Multiple renewables,3.65,2011
Asia,Renewables,Multiple renewables,0.06,2009
Asia,Renewables,Multiple renewables,0.13,2011
Asia,Renewables,Multiple renewables,6.32,2014
Asia,Renewables,Multiple renewables,0.38,2011
Asia,Renewables,Multiple renewables,0.59,2010
Asia,Renewables,Multiple renewables,52.06,2011
Asia,Renewables,Solar energy,0.05,2010
Asia,Renewables,Multiple renewables,0.83,2010
Asia,Renewables,Multiple renewables,4.66,2009
Asia,Renewables,Multiple renewables,0.02,2011
Asia,Non-renewables,Nuclear,0.05,2009
Asia,Non-renewables,Nuclear,0.03,2012
Asia,Renewables,Multiple renewables,0,2011
Asia,Renewables,Solar energy,0,2013
Asia,Renewables,Solar energy,0.01,2013
Asia,Renewables,Solar energy,0.01,2009
Asia,Renewables,Solar energy,0.01,2013
Asia,Non-renewables,Fossil fuels n.e.s.,0.1,2013
Asia,Renewables,Solar energy,0.01,2011
Asia,Renewables,Solar energy,0.1,2010
Asia,Non-renewables,Fossil fuels n.e.s.,0.16,2012
Asia,Non-renewables,Fossil fuels n.e.s.,0.22,2013
Asia,Non-renewables,Fossil fuels n.e.s.,0.84,2011
Asia,Renewables,Solar energy,0.02,2011
Asia,Renewables,Multiple renewables,0.32,2009
Asia,Renewables,Multiple renewables,0.21,2012
Asia,Renewables,Multiple renewables,0.04,2011
Asia,Renewables,Multiple renewables,0.28,2013
Asia,Renewables,Multiple renewables,0.22,2013
Asia,Renewables,Multiple renewables,0.06,2011
Asia,Renewables,Multiple renewables,0.04,2017
Asia,Renewables,Multiple renewables,0.05,2008
Asia,Renewables,Multiple renewables,0.08,2009
Asia,Renewables,Multiple renewables,0.32,2013
Asia,Renewables,Multiple renewables,0.08,2009
Asia,Renewables,Multiple renewables,0.32,2015
Asia,Renewables,Multiple renewables,2.68,2012
Asia,Renewables,Multiple renewables,0.05,2010
Asia,Renewables,Multiple renewables,14.06,2011
Asia,Renewables,Multiple renewables,4.62,2012
Asia,Renewables,Solar energy,0.68,2012
Asia,Renewables,Solar energy,0.15,2013
Asia,Renewables,Solar energy,0.26,2012
Asia,Renewables,Solar energy,0.06,2013
Asia,Non-renewables,Nuclear,0,2012
Asia,Renewables,Multiple renewables,0.34,2013
Asia,Renewables,Solar energy,16.75,2012
Asia,Renewables,Solar energy,45.85,2013
Asia,Renewables,Solar energy,43.91,2014
Asia,Renewables,Solar energy,3.37,2009
Asia,Renewables,Multiple renewables,3.1,2010
Asia,Renewables,Solar energy,4,2009
Asia,Non-renewables,Fossil fuels n.e.s.,9.74,2009
Asia,Renewables,Solar energy,6.52,2011
Asia,Renewables,Solar energy,14.64,2011
Asia,Non-renewables,Fossil fuels n.e.s.,11.72,2012
Asia,Non-renewables,Fossil fuels n.e.s.,60.09,2011
Asia,Renewables,Multiple renewables,23.6,2011
Asia,Renewables,Multiple renewables,6.26,2010
Asia,Renewables,Multiple renewables,8.65,2012
Asia,Non-renewables,Fossil fuels n.e.s.,7.84,2009
Asia,Renewables,Multiple renewables,0.62,2009
Asia,Renewables,Multiple renewables,0.09,2014
Asia,Renewables,Solar energy,0.03,2011
Asia,Renewables,Solar energy,0.03,2009
Asia,Renewables,Solar energy,0.03,2014
Asia,Renewables,Solar energy,0.24,2014
Asia,Renewables,Multiple renewables,0.01,2014
Asia,Renewables,Solar energy,0.06,2014
Asia,Renewables,Multiple renewables,1.82,2014
Asia,Renewables,Multiple renewables,24.76,2014
Asia,Renewables,Multiple renewables,0.15,2014
Asia,Renewables,Multiple renewables,0.14,2014
Asia,Renewables,Multiple renewables,0.17,2014
Asia,Renewables,Multiple renewables,0.2,2014
Asia,Renewables,Multiple renewables,0.1,2014
Asia,Renewables,Multiple renewables,0.2,2014
Asia,Renewables,Multiple renewables,2.36,2010
Asia,Renewables,Multiple renewables,0.01,2009
Asia,Renewables,Multiple renewables,0.61,2014
Asia,Renewables,Multiple renewables,0.03,2012
Asia,Renewables,Multiple renewables,0.03,2009
Asia,Renewables,Multiple renewables,0.45,2009
Asia,Renewables,Multiple renewables,0.22,2013
Asia,Renewables,Multiple renewables,0,2014
Asia,Renewables,Multiple renewables,0.87,2009
Asia,Renewables,Multiple renewables,1.07,2009
Asia,Renewables,Multiple renewables,0.01,2014
Asia,Renewables,Multiple renewables,0.52,2014
Asia,Non-renewables,Fossil fuels n.e.s.,24.52,2011
Asia,Renewables,Multiple renewables,58.86,2009
Asia,Renewables,Multiple renewables,3.9,2010
Asia,Non-renewables,Coal and peat,131.49,2009
Asia,Renewables,Multiple renewables,6,2012
Asia,Non-renewables,Coal and peat,2084.81,2014
Asia,Renewables,Multiple renewables,0.07,2010
Asia,Renewables,Multiple renewables,0.01,2013
Asia,Renewables,Multiple renewables,0.84,2011
Asia,Renewables,Multiple renewables,0.3,2011
Asia,Renewables,Multiple renewables,0.01,2013
Asia,Renewables,Multiple renewables,0.09,2013
Asia,Renewables,Multiple renewables,0.01,2013
Asia,Renewables,Wind energy,0.05,2014
Asia,Non-renewables,Fossil fuels n.e.s.,113.31,2014
Asia,Non-renewables,Fossil fuels n.e.s.,55.78,2009
Asia,Non-renewables,Fossil fuels n.e.s.,37.5,2011
Asia,Non-renewables,Fossil fuels n.e.s.,38.53,2013
Asia,Non-renewables,Fossil fuels n.e.s.,6.33,2014
Asia,Non-renewables,Fossil fuels n.e.s.,4.17,2013
Asia,Renewables,Multiple renewables,2.96,2014
Asia,Non-renewables,Fossil fuels n.e.s.,28.82,2012
Asia,Renewables,Multiple renewables,22.61,2010
Asia,Renewables,Solar energy,0.01,2009
Asia,Non-renewables,Nuclear,0.01,2011
Asia,Renewables,Multiple renewables,20.4,2011
Asia,Renewables,Solar energy,3.14,2010
Asia,Renewables,Solar energy,0.17,2013
Asia,Non-renewables,Nuclear,0.02,2014
Asia,Renewables,Multiple renewables,1.39,2009
Asia,Renewables,Multiple renewables,0.03,2013
Asia,Non-renewables,Nuclear,0.01,2014
Asia,Renewables,Multiple renewables,3.72,2010
Asia,Renewables,Multiple renewables,1.22,2011
Asia,Renewables,Multiple renewables,7.17,2009
Asia,Renewables,Multiple renewables,12.79,2016
Asia,Non-renewables,Nuclear,0.02,2014
Asia,Non-renewables,Nuclear,0.02,2014
Asia,Renewables,Solar energy,3.49,2013
Asia,Renewables,Multiple renewables,68.64,2011
Asia,Renewables,Multiple renewables,9.72,2011
Asia,Renewables,Multiple renewables,1.72,2012
Asia,Renewables,Multiple renewables,0.02,2012
Asia,Non-renewables,Nuclear,0.01,2013
Asia,Non-renewables,Nuclear,0.01,2014
Asia,Non-renewables,Nuclear,0.01,2014
Asia,Renewables,Multiple renewables,0.87,2012
Asia,Renewables,Multiple renewables,1.68,2011
Asia,Non-renewables,Fossil fuels n.e.s.,124.19,2010
Asia,Non-renewables,Fossil fuels n.e.s.,230.99,2010
Asia,Non-renewables,Nuclear,0.01,2011
Asia,Non-renewables,Nuclear,0.27,2011
Asia,Non-renewables,Nuclear,0.03,2011
Asia,Non-renewables,Nuclear,0.3,2011
Asia,Non-renewables,Fossil fuels n.e.s.,63.28,2011
Asia,Non-renewables,Fossil fuels n.e.s.,13.17,2011
Asia,Renewables,Solar energy,184.64,2011
Asia,Non-renewables,Fossil fuels n.e.s.,79.66,2011
Asia,Renewables,Solar energy,91.2,2011
Asia,Renewables,Solar energy,21.37,2011
Asia,Renewables,Solar energy,72.96,2011
Asia,Renewables,Solar energy,20.85,2010
Asia,Renewables,Solar energy,36.48,2015
Asia,Renewables,Solar energy,67.75,2016
Asia,Renewables,Solar energy,107.48,2012
Asia,Non-renewables,Fossil fuels n.e.s.,122.62,2013
Asia,Renewables,Multiple renewables,0.02,2011
Asia,Renewables,Solar energy,8.1,2013
Asia,Renewables,Solar energy,2.77,2012
Asia,Renewables,Solar energy,0,2011
Asia,Non-renewables,Fossil fuels n.e.s.,0.02,2013
Asia,Non-renewables,Fossil fuels n.e.s.,0,2009
Asia,Renewables,Solar energy,0.01,2014
Asia,Renewables,Multiple renewables,0.16,2013
Asia,Renewables,Multiple renewables,0.28,2012
Asia,Renewables,Multiple renewables,0.02,2002
Asia,Renewables,Solar energy,0.13,2002
Asia,Non-renewables,Fossil fuels n.e.s.,0.29,2017
Asia,Renewables,Solar energy,0.02,2018
Asia,Renewables,Multiple renewables,3.16,2019
Asia,Renewables,Solar energy,0.33,2009
Asia,Renewables,Solar energy,0.6,2014
Asia,Renewables,Solar energy,5.66,2019
Asia,Non-renewables,Nuclear,0.08,2003
Asia,Non-renewables,Nuclear,0.08,2019
Asia,Non-renewables,Nuclear,0.08,2014
Asia,Non-renewables,Fossil fuels n.e.s.,58.86,2016
Asia,Renewables,Solar energy,0,2017
Asia,Renewables,Multiple renewables,0,2002
Asia,Renewables,Multiple renewables,0.02,2004
Asia,Renewables,Multiple renewables,0.01,2004
Asia,Renewables,Multiple renewables,0.02,2002
Asia,Renewables,Multiple renewables,0.01,2003
Asia,Renewables,Multiple renewables,0.03,2002
Asia,Renewables,Multiple renewables,31.01,2003
Asia,Non-renewables,Coal and peat,620.9,2002
Asia,Non-renewables,Coal and peat,1312.54,2003
Asia,Non-renewables,Fossil fuels n.e.s.,203.02,2018
Asia,Renewables,Multiple renewables,108.6,2004
Asia,Non-renewables,Coal and peat,390.77,2012
Asia,Non-renewables,Coal and peat,347.73,2013
Asia,Non-renewables,Coal and peat,99.02,2008
Asia,Renewables,Solar energy,95.87,2020
Asia,Renewables,Wind energy,57.77,2012
Asia,Renewables,Solar energy,2.56,2010
Asia,Renewables,Wind energy,1.54,2008
Asia,Non-renewables,Fossil fuels n.e.s.,97.39,2009
Asia,Non-renewables,Fossil fuels n.e.s.,436.54,2008
Asia,Renewables,Solar energy,12.93,2010
Asia,Non-renewables,Fossil fuels n.e.s.,15,2012
Asia,Non-renewables,Nuclear,0,2011
Asia,Non-renewables,Nuclear,0,2012
Asia,Renewables,Solar energy,0.01,2009
Asia,Non-renewables,Fossil fuels n.e.s.,0.45,2020
Asia,Non-renewables,Fossil fuels n.e.s.,0.16,2010
Asia,Non-renewables,Fossil fuels n.e.s.,0.96,2009
Asia,Non-renewables,Fossil fuels n.e.s.,0.48,2008
Asia,Non-renewables,Fossil fuels n.e.s.,41.66,2011
Asia,Renewables,Multiple renewables,24.14,2012
Asia,Renewables,Solar energy,8.05,2009
Asia,Renewables,Multiple renewables,11.56,2017
Asia,Renewables,Solar energy,3.85,2009
Asia,Renewables,Multiple renewables,14.29,2011
Asia,Renewables,Solar energy,4.76,2012
Asia,Non-renewables,Fossil fuels n.e.s.,3.56,2009
Asia,Non-renewables,Fossil fuels n.e.s.,4.21,2015
Asia,Non-renewables,Fossil fuels n.e.s.,46.57,2013
Asia,Renewables,Multiple renewables,46.57,2016
Asia,Non-renewables,Fossil fuels n.e.s.,17.17,2010
Asia,Renewables,Multiple renewables,17.17,2011
Asia,Non-renewables,Fossil fuels n.e.s.,16.76,2012
Asia,Renewables,Multiple renewables,16.76,2018
Asia,Non-renewables,Fossil fuels n.e.s.,37.85,2017
Asia,Renewables,Solar energy,146.43,2019
Asia,Renewables,Solar energy,53.95,2011
Asia,Renewables,Solar energy,71.72,2017
Asia,Renewables,Multiple renewables,1.46,2010
Asia,Renewables,Solar energy,35.37,2010
Asia,Renewables,Solar energy,118.56,2015
Asia,Renewables,Solar energy,15,2019
Asia,Renewables,Solar energy,0.5,2017
Asia,Non-renewables,Fossil fuels n.e.s.,0.94,2019
Asia,Non-renewables,Fossil fuels n.e.s.,0.52,2003
Asia,Non-renewables,Fossil fuels n.e.s.,0.08,2017
Asia,Renewables,Solar energy,0.05,2011
Asia,Renewables,Wind energy,0.05,2012
Asia,Renewables,Solar energy,0.1,2017
Asia,Renewables,Wind energy,0.1,2017
Asia,Renewables,Solar energy,22.76,2017
Asia,Renewables,Multiple renewables,27.02,2020
Asia,Renewables,Multiple renewables,2.94,2020
